OFFENSE_CODE_GROUP,DISTRICT,REPORTING_AREA,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET
Simple Assault,C11, ,2018,1,Wednesday,10,
Other,D4,159,2018,1,Wednesday,9,DARTMOUTH ST
Investigate Person,A1,128,2018,1,Saturday,0,CORTES ST
Missing Person Reported,D4,905,2018,1,Wednesday,9,MONSIGNOR REYNOLDS WAY
Missing Person Located,D4,905,2018,1,Wednesday,9,MONSIGNOR REYNOLDS WAY
Simple Assault,C11,344,2018,1,Tuesday,16,WESTVILLE ST
Harassment,E5,550,2018,11,Wednesday,0,HIGHCREST TER
Larceny,A1,93,2018,1,Tuesday,9,NORTH ST
Investigate Person,B3,448,2018,1,Wednesday,9,MILLET ST
Aggravated Assault,E13,304,2018,1,Wednesday,8,COLUMBUS AVE
Larceny,E13,304,2018,1,Wednesday,8,COLUMBUS AVE
Auto Theft,E13,304,2018,1,Wednesday,8,COLUMBUS AVE
Other,E13,304,2018,1,Wednesday,8,COLUMBUS AVE
Violations,E13,304,2018,1,Wednesday,8,COLUMBUS AVE
Warrant Arrests,E13,304,2018,1,Wednesday,8,COLUMBUS AVE
Motor Vehicle Accident Response,E13,304,2018,1,Wednesday,8,COLUMBUS AVE
Other,C6,197,2018,1,Wednesday,8,C ST
Other,D4,285,2018,1,Wednesday,7,TREMONT ST
Motor Vehicle Accident Response,B2,264,2018,1,Wednesday,8,BLUE HILL AVE
Simple Assault,B2,909,2018,1,Wednesday,8,RUGGLES ST
Verbal Disputes,C11,376,2018,1,Wednesday,8,WALNUT ST
Medical Assistance,B2,319,2018,1,Wednesday,8,BLUE HILL AVE
Property Found,E5,289,2018,1,Wednesday,8,SCHROEDER PLZ
Vandalism,E13,111,2018,1,Wednesday,0,BOYLSTON ST
Other,D4,131,2018,1,Wednesday,7,MARLBOROUGH ST
Harassment,B2,325,2018,1,Wednesday,7,QUINCY ST
Other,B2,325,2018,1,Wednesday,7,QUINCY ST
Verbal Disputes,B2,325,2018,1,Wednesday,7,QUINCY ST
Other,D4, ,2018,1,Wednesday,7,BERKELEY ST
Other,E18,516,2018,1,Wednesday,7,POND ST
Motor Vehicle Accident Response,E18,516,2018,1,Wednesday,7,POND ST
Simple Assault,D14,938,2018,1,Wednesday,6,FIDELIS WAY
Aggravated Assault,D4,134,2018,1,Wednesday,6,BOYLSTON ST
Vandalism,A1,117,2018,1,Wednesday,6,HARRISON AVE
Motor Vehicle Accident Response,E5,932,2018,1,Wednesday,6,WASHINGTON ST
Motor Vehicle Accident Response,B3,474,2018,1,Wednesday,6,CUMMINS HWY
Property Lost,A7,20,2018,1,Wednesday,6,CHELSEA ST
Robbery,D4,130,2018,1,Wednesday,5,STUART ST
Verbal Disputes,B3,448,2018,1,Wednesday,6,MILLET ST
Larceny,A7,28,2018,1,Wednesday,6,CENTRAL SQ
Disorderly Conduct,D14,772,2018,1,Wednesday,5,ACADEMY HILL RD
Investigate Person,D14,772,2018,1,Wednesday,5,ACADEMY HILL RD
Larceny,D14,788,2018,1,Wednesday,5,STRATHMORE RD
Residential Burglary,D14,763,2018,1,Tuesday,15,SURREY ST
Medical Assistance,B2,319,2018,1,Wednesday,3,NAZING CT
Property Lost,A1,63,2018,1,Tuesday,23,NEW SUDBURY ST
Simple Assault,A7,25,2018,1,Wednesday,3,CONDOR ST
Aggravated Assault,A7,25,2018,1,Wednesday,3,CONDOR ST
Medical Assistance,C11,933,2018,1,Wednesday,0,WASHINGTON ST
Robbery,A15,105,2018,1,Wednesday,0,SUMMER ST
Aggravated Assault,A15,105,2018,1,Wednesday,0,SUMMER ST
Residential Burglary,C11,358,2018,1,Wednesday,2,PARK ST
Other,A1,120,2018,1,Wednesday,2,BOYLSTON ST
Simple Assault,A1,120,2018,1,Wednesday,2,BOYLSTON ST
Larceny From Motor Vehicle,D4,162,2018,1,Wednesday,2,WASHINGTON ST
Medical Assistance,A7,25,2018,1,Wednesday,1,FALCON ST
Medical Assistance,D14,800,2018,1,Wednesday,0,ASHFORD ST
Investigate Person,B2,281,2018,1,Wednesday,1,GREENVILLE ST
Larceny,A1,117,2018,1,Wednesday,0,LAGRANGE ST
Medical Assistance,C11,401,2018,1,Wednesday,0,ALBAN ST
Medical Assistance,B2,304,2018,1,Wednesday,0,NOTRE DAME ST
Robbery,D4,138,2018,1,Tuesday,23,BOYLSTON ST
Towed,B2,296,2018,1,Tuesday,23,COPELAND ST
License Violation,A1,76,2018,1,Tuesday,23,CANAL ST
Disorderly Conduct,D4,167,2018,1,Tuesday,22,MALDEN ST
Medical Assistance,D4,619,2018,1,Tuesday,22,WESTLAND AVE
Larceny,B2,281,2018,1,Tuesday,16,GREENVILLE ST
Larceny,A1,66,2018,1,Tuesday,22,CHARLES ST
Medical Assistance,D14,802,2018,1,Tuesday,22,CAMBRIDGE ST
Other,E13,576,2018,1,Tuesday,21,BISMARCK ST
Investigate Person,B2,258,2018,1,Tuesday,21,VIRGINIA ST
Police Service Incidents,A7,907,2018,1,Tuesday,22,HAVRE ST
Medical Assistance,D4,624,2018,1,Tuesday,21,BROOKLINE AVE
Simple Assault,E13,906,2018,1,Tuesday,21,PLANT CT
Motor Vehicle Accident Response,E18,501,2018,1,Tuesday,20,HYDE PARK AVE
Simple Assault,E13,930,2018,1,Tuesday,21,COLUMBUS AVE
Drug Violation,B2,282,2018,1,Tuesday,22,WASHINGTON ST
Drug Violation,B2,282,2018,1,Tuesday,21,WASHINGTON ST
Larceny From Motor Vehicle,C6,186,2018,12,Friday,13,MASSACHUSETTS AVE
Towed,A1, ,2018,1,Tuesday,20,LOMASNEY WAY
Medical Assistance,A1,99,2018,1,Tuesday,21,STATE ST
Violations,E5,550,2018,1,Friday,0,BLUE LEDGE DR
Simple Assault,B2,183,2018,1,Tuesday,17,DUDLEY ST
Missing Person Located,E13,582,2018,1,Tuesday,20,CREIGHTON ST
Verbal Disputes,B2,593,2018,1,Tuesday,21,FRANCIS ST
Investigate Person,E5,717,2018,1,Tuesday,20,WOODBRIER RD
Investigate Person,A15,900,2018,1,Tuesday,20,CARNEY CT
Warrant Arrests,E18,520,2018,6,Monday,12,RIVER ST
Drug Violation,E18,520,2018,6,Monday,12,RIVER ST
Drug Violation,E18,520,2018,6,Monday,12,RIVER ST
Other,E18,481,2018,1,Tuesday,20,VIOLANTE ST
Landlord/Tenant Disputes,C11,333,2018,1,Tuesday,20,STANLEY ST
Missing Person Reported,C11,336,2018,1,Tuesday,20,COLUMBIA TER
Missing Person Located,C11,336,2018,1,Tuesday,20,COLUMBIA TER
Warrant Arrests,C6,186,2018,1,Tuesday,18,ALLSTATE RD
Other,C6,186,2018,1,Tuesday,18,ALLSTATE RD
Motor Vehicle Accident Response,B3,425,2018,1,Tuesday,18,BLUE HILL AVE
Simple Assault,C11,460,2018,1,Tuesday,20,BRINSLEY ST
Medical Assistance,E18,545,2018,1,Tuesday,20,WEST ST
Auto Theft,C11,364,2018,1,Tuesday,17,DIX ST
Vandalism,C11,364,2018,1,Tuesday,17,DIX ST
Residential Burglary,D14,770,2018,1,Tuesday,9,LEICESTER ST
Simple Assault,B2,911,2018,1,Tuesday,19,ANNUNCIATION RD
Drug Violation,A1,117,2018,1,Tuesday,20,BOYLSTON ST
Drug Violation,A1,117,2018,1,Tuesday,20,BOYLSTON ST
Residential Burglary,C6,205,2018,1,Tuesday,19,A ST
Other,B3,477,2018,12,Friday,9,HARVARD ST
Medical Assistance,C11,336,2018,1,Tuesday,19,COLUMBIA TER
Robbery,D4,624,2018,1,Tuesday,19,LANSDOWNE ST
Simple Assault,D4,624,2018,1,Tuesday,19,LANSDOWNE ST
Investigate Person,B3,466,2018,1,Tuesday,19,GOODALE RD
Motor Vehicle Accident Response,B2,326,2018,1,Tuesday,19,BLUE HILL AVE
Motor Vehicle Accident Response,B2,326,2018,1,Tuesday,19,BLUE HILL AVE
Larceny,D4,129,2018,1,Tuesday,19,BOYLSTON ST
Verbal Disputes,B3,451,2018,1,Tuesday,19,WHEATLAND AVE
Simple Assault,D4,159,2018,1,Tuesday,18,W DEDHAM ST
Investigate Person,D4,159,2018,1,Tuesday,18,W DEDHAM ST
Other,D4,159,2018,1,Tuesday,18,W DEDHAM ST
Firearm Violations,B3,406,2018,1,Tuesday,19,RIVER ST
Property Lost,A15,49,2018,1,Monday,18,CAMBRIDGE ST
Investigate Property,C11,401,2018,1,Tuesday,14,TALBOT AVE
Larceny,B2,181,2018,1,Tuesday,19,CEDRIC ST
Investigate Person,D14,793,2018,1,Tuesday,18,COMMONWEALTH AVE
Investigate Person,B2,329,2018,1,Tuesday,19,BLUE HILL AVE
Other,C11,461,2018,1,Tuesday,19,WASHINGTON ST
Motor Vehicle Accident Response,B3,565,2018,12,Sunday,22,OSPREY WAY
Auto Theft,B3,429,2018,1,Tuesday,18,NORFOLK ST
Larceny,D4,138,2018,1,Tuesday,20,BOYLSTON ST
Simple Assault,B2,587,2018,1,Tuesday,18,TREMONT ST
Missing Person Reported,E13,634,2018,1,Tuesday,16,CENTRE ST
Investigate Person,A7,28,2018,1,Tuesday,18,PARIS ST
Restraining Order Violations,B2,911,2018,1,Tuesday,18,ANNUNCIATION RD
Warrant Arrests,B2,911,2018,1,Tuesday,18,ANNUNCIATION RD
Motor Vehicle Accident Response,C6,234,2018,1,Saturday,21,MARINE RD
Larceny,C6,222,2018,1,Saturday,10,E BROADWAY
Warrant Arrests,C6,175,2018,1,Tuesday,17,BRADSTON ST
Property Found,E5,562,2018,1,Tuesday,17,WASHINGTON ST
Larceny,D14,798,2018,1,Tuesday,18,COMMONWEALTH AVE
Larceny,E13,634,2018,12,Wednesday,0,MORAINE ST
Verbal Disputes,B3,452,2018,1,Tuesday,17,ATHELWOLD ST
Larceny,A1,66,2018,1,Tuesday,17,CHARLES ST
Property Lost,C11,249,2018,1,Tuesday,18,SAVIN HILL AVE
Landlord/Tenant Disputes,E18,527,2018,1,Tuesday,17,MILLSTONE RD
Property Lost,D4, ,2018,1,Tuesday,18,BOYLSTON ST
Disorderly Conduct,C6,188,2018,1,Tuesday,17,HARVEST ST
Medical Assistance,C11,959,2018,1,Tuesday,17,DORCHESTER AVE
Simple Assault,B2,311,2018,1,Tuesday,17,WARREN ST
Aggravated Assault,B2,311,2018,1,Tuesday,17,WARREN ST
Robbery,A1,117,2018,1,Tuesday,17,BOYLSTON ST
Larceny,A1,117,2018,1,Tuesday,17,BOYLSTON ST
Auto Theft,C11,249,2018,1,Tuesday,17,SAVIN HILL AVE
Motor Vehicle Accident Response,E18, ,2018,1,Tuesday,17,CANTERBURY ST
Property Lost,B2,267,2018,1,Tuesday,17,MOUNT PLEASANT AVE
Restraining Order Violations,C11,365,2018,1,Tuesday,17,DORCHESTER AVE
Other,C11,365,2018,1,Tuesday,17,DORCHESTER AVE
Investigate Property,B2,603,2018,1,Tuesday,15,TREMONT ST
Vandalism,C11,361,2018,1,Saturday,8,CENTRE ST
Larceny,D4,161,2018,1,Tuesday,14,TREMONT ST
Medical Assistance,E5,551,2018,1,Tuesday,16,KITTREDGE ST
Harassment,D14,776,2018,1,Tuesday,17,PRISCILLA RD
Motor Vehicle Accident Response,B2, ,2018,1,Tuesday,17,MALCOLM X BLVD
Police Service Incidents,C6,216,2018,1,Tuesday,12,DORCHESTER ST
Verbal Disputes,C11,336,2018,1,Tuesday,16,INWOOD ST
Property Found,E5,560,2018,1,Tuesday,15,FLORENCE ST
Investigate Person,E5,709,2018,1,Tuesday,16,SAINT THERESA AVE
Residential Burglary,D14,783,2018,1,Saturday,13,WARREN ST
Confidence Games,A1,127,2018,11,Monday,12,WASHINGTON ST
Other,B3,430,2018,1,Tuesday,15,BALSAM ST
Verbal Disputes,E5,563,2018,1,Tuesday,16,FAWNDALE RD
Verbal Disputes,B2,293,2018,1,Tuesday,15,HIGHLAND ST
Larceny,B2,311,2018,1,Tuesday,15,WARREN ST
Motor Vehicle Accident Response,C11, ,2018,1,Tuesday,16,FREEPORT ST
Other,B2,329,2018,1,Tuesday,16,COLUMBIA RD
Firearm Discovery,B2,318,2018,1,Tuesday,15,BROOKLEDGE ST
Larceny,B3,566,2018,1,Tuesday,16,BLUE HILL AVE
Vandalism,C11,350,2018,1,Tuesday,16,DUNCAN ST
Other,C11,350,2018,1,Tuesday,16,DUNCAN ST
Harassment,E18,480,2018,1,Tuesday,16,FAIRLAWN AVE
Drug Violation,E18,516,2018,1,Tuesday,15,DANA AVE
Drug Violation,A1,78,2018,1,Tuesday,16,MARSHALL ST
Drug Violation,A1,78,2018,1,Tuesday,16,MARSHALL ST
Drug Violation,A1,78,2018,1,Tuesday,16,MARSHALL ST
Property Lost,E13,307,2018,1,Monday,20,WASHINGTON ST
Robbery,B3,428,2018,1,Monday,18,LANDOR RD
Investigate Property,A1,61,2018,1,Tuesday,16,FLEET CENTER PL
Violations,B3,412,2018,1,Tuesday,14,MORTON ST
Counterfeiting,B3,412,2018,1,Tuesday,14,MORTON ST
Fraud,B3,412,2018,1,Tuesday,14,MORTON ST
Investigate Person,B3,451,2018,1,Tuesday,15,WHEATLAND AVE
Fraud,D14,789,2018,10,Monday,16,COMMONWEALTH AVE
Harassment,E13,579,2018,1,Monday,16,CHESTNUT AVE
Restraining Order Violations,B3,417,2018,1,Friday,21,STOCKTON ST
Verbal Disputes,B2,291,2018,1,Tuesday,15,GARDNER ST
Verbal Disputes,B3,432,2018,1,Tuesday,15,WOODROW AVE
Simple Assault,C6,256,2018,1,Tuesday,11,MOUNT VERNON ST
Verbal Disputes,B2,294,2018,1,Tuesday,15,CIRCUIT ST
Other,D4,166,2018,1,Tuesday,15,WASHINGTON ST
Motor Vehicle Accident Response,E18,535,2018,1,Sunday,15,UPTON ST
Fire Related Reports,C11,450,2018,1,Tuesday,9,WASHINGTON ST
Property Found,E13, ,2018,1,Tuesday,14,SOUTH ST
Larceny,D14,806,2018,1,Tuesday,15,WAVERLY ST
Investigate Property,B2,315,2018,1,Tuesday,14,WAUMBECK ST
Warrant Arrests,D14,791,2018,1,Tuesday,14,COREY RD
Fire Related Reports,B2,306,2018,1,Tuesday,14,CODMAN PARK
Towed,B2,258,2018,1,Tuesday,15,DUDLEY ST
Police Service Incidents,B3,468,2018,12,Wednesday,12,HAZLETON ST
Property Found,E5,289,2018,1,Tuesday,15,SCHROEDER PLZ
Investigate Property,B2,316,2018,1,Saturday,12,RUTHVEN ST
Motor Vehicle Accident Response,A7, ,2018,1,Tuesday,14,PORTER ST
Motor Vehicle Accident Response,E13,573,2018,1,Tuesday,13,AMORY ST
Vandalism,C11,817,2018,1,Saturday,14,TALBOT AVE
Motor Vehicle Accident Response,A1,95,2018,12,Wednesday,10,ATLANTIC AVE
Warrant Arrests,B2,326,2018,1,Saturday,2,LAWRENCE AVE
Other,B2,326,2018,1,Saturday,2,LAWRENCE AVE
Simple Assault,D4,952,2018,1,Tuesday,13,TREMONT ST
Larceny From Motor Vehicle,A1,101,2018,1,Tuesday,12,MILK ST
Larceny,B2,276,2018,1,Tuesday,13,MELNEA CASS BLVD
Property Related Damage,E18,520,2018,1,Friday,14,HYDE PARK AVE
Vandalism,A1,94,2018,1,Tuesday,14,CHATHAM ST
Fire Related Reports,B3,435,2018,1,Tuesday,14,PEACEVALE RD
Investigate Person,C6,936,2018,1,Tuesday,12,DALESSIO CT
Investigate Person,A7,17,2018,1,Tuesday,11,LEXINGTON ST
Drug Violation,C11,378,2018,1,Tuesday,13,BOWMAN ST
Drug Violation,C11,378,2018,1,Tuesday,13,BOWMAN ST
Vandalism,E13,316,2018,1,Tuesday,12,WALNUT AVE
Simple Assault,B2,300,2018,1,Tuesday,13,CEDAR ST
Confidence Games,E18,537,2018,12,Thursday,13,SILVIA CT
Property Lost,D14,801,2018,1,Tuesday,13,FARRINGTON AVE
Investigate Person,B2,239,2018,1,Tuesday,6,DUDLEY ST
Larceny,A1,75,2018,1,Saturday,8,PORTLAND ST
Motor Vehicle Accident Response,D4,144,2018,1,Tuesday,12,CLEARWAY ST
Motor Vehicle Accident Response,C6,213,2018,1,Monday,21,W THIRD ST
Other,B2,328,2018,1,Tuesday,10,COLUMBIA RD
Larceny,D4,165,2018,1,Tuesday,13,HARRISON AVE
Property Found,A1, ,2018,1,Tuesday,12,CONGRESS ST
Larceny From Motor Vehicle,C11,235,2018,1,Tuesday,13,CRESCENT AVE
Harassment,E5,716,2018,12,Friday,0,CENTRE ST
Police Service Incidents,A7,21,2018,1,Tuesday,11,BREMEN ST
Larceny,B2,280,2018,1,Tuesday,12,DUDLEY ST
Counterfeiting,B3,430,2018,9,Saturday,12,BLUE HILL AVE
Medical Assistance,E18,480,2018,1,Tuesday,11,FAIRLAWN AVE
Larceny,E5,737,2018,1,Monday,8,GRAYFIELD AVE
Police Service Incidents,B3,476,2018,1,Tuesday,9,BLUE HILL AVE
Property Lost,D4,626,2018,1,Saturday,12,KILMARNOCK ST
Vandalism,E5,701,2018,1,Sunday,17,WOODARD RD
Fraud,A1,98,2018,1,Tuesday,10,WASHINGTON ST
Medical Assistance,C6,200,2018,1,Tuesday,11,W BROADWAY
Motor Vehicle Accident Response,D14,789,2018,1,Monday,13,CHISWICK RD
Motor Vehicle Accident Response,D14,763,2018,1,Friday,10,PARSONS ST
Drug Violation,C11,257,2018,1,Tuesday,11,STOUGHTON ST
Investigate Person,C6,219,2018,1,Sunday,8,E EIGHTH ST
Investigate Person,B2,258,2018,1,Friday,10,MONADNOCK ST
Investigate Property,B2,258,2018,1,Friday,10,MONADNOCK ST
Medical Assistance,C6,206,2018,1,Tuesday,11,BOSTON WHARF RD
Police Service Incidents,E18,525,2018,1,Tuesday,10,MEADOW RD
Medical Assistance,D14,766,2018,1,Tuesday,10,OLIVA RD
Property Lost,A7,907,2018,1,Friday,17,BORDER ST
Larceny,E18,500,2018,1,Wednesday,11,AMERICAN LEGION HWY
Larceny From Motor Vehicle,E13,509,2018,1,Monday,19,WACHUSETT ST
Verbal Disputes,C11,396,2018,1,Tuesday,10,SANTUIT ST
Warrant Arrests,B2,588,2018,1,Tuesday,11,TREMONT ST
Other,D4,152,2018,1,Friday,13,WARREN AVE
Disorderly Conduct,D4,152,2018,1,Friday,13,WARREN AVE
Auto Theft Recovery,A7,11,2018,1,Tuesday,9,WILLIAM F MCCLELLAN HWY
Larceny,D4,624,2018,1,Tuesday,10,BOYLSTON ST
Harassment,A1,107,2018,1,Friday,20,MILK ST
Other,E18,479,2018,1,Tuesday,7,CUMMINS HWY
Auto Theft,B3, ,2018,1,Tuesday,11,
Fraud,B2,295,2018,1,Tuesday,10,DABNEY ST
Auto Theft Recovery,A1,63,2018,1,Monday,22,MARTHA RD
Verbal Disputes,B2,263,2018,1,Tuesday,10,BLUE HILL AVE
Larceny,C6,224,2018,1,Friday,0,GRACE CT
Property Lost,D4,626,2018,1,Monday,12,KILMARNOCK ST
Motor Vehicle Accident Response,E18,481,2018,1,Wednesday,9,RIVER ST
Other,D4,131,2018,1,Tuesday,8,BEACON ST
Investigate Property,B3,446,2018,1,Tuesday,9,NORWELL ST
Harassment,C6,914,2018,1,Monday,14,MONSIGNOR DENNIS F O'CALL
Violations,C11,454,2018,1,Tuesday,9,WASHINGTON ST
Police Service Incidents,C11,454,2018,1,Tuesday,9,WASHINGTON ST
Warrant Arrests,C11,454,2018,1,Tuesday,9,WASHINGTON ST
Violations,C11,454,2018,1,Tuesday,9,WASHINGTON ST
Property Found,E5,691,2018,1,Tuesday,9,CENTRE ST
Embezzlement,C11,375,2018,1,Tuesday,8,NEPONSET AVE
Motor Vehicle Accident Response,A7,14,2018,1,Tuesday,8,BENNINGTON ST
Violations,A7,14,2018,1,Tuesday,8,BENNINGTON ST
Larceny From Motor Vehicle,E13,509,2018,1,Tuesday,7,WACHUSETT ST
Larceny From Motor Vehicle,C6,914,2018,1,Tuesday,1,OLD COLONY AVE
Vandalism,C6,914,2018,1,Tuesday,1,OLD COLONY AVE
Vandalism,A15,41,2018,1,Friday,18,BUNKER HILL ST
Commercial Burglary,A15,41,2018,1,Friday,18,BUNKER HILL ST
Residential Burglary,C11,357,2018,1,Monday,8,BLOOMFIELD ST
Larceny,C11,357,2018,1,Monday,8,BLOOMFIELD ST
Aggravated Assault,C11,337,2018,1,Tuesday,7,EVERTON ST
Motor Vehicle Accident Response,C6,199,2018,1,Tuesday,7,DORCHESTER AVE
Towed,C11,347,2018,1,Tuesday,6,EAST ST
Aggravated Assault,A1,77,2018,1,Tuesday,6,CANAL ST
Larceny,A1,77,2018,1,Tuesday,6,CANAL ST
Warrant Arrests,A1,77,2018,1,Tuesday,6,CANAL ST
Medical Assistance,B2,920,2018,1,Tuesday,3,ELM HILL AVE
Search Warrants,B3,430,2018,1,Tuesday,6,WOODROW AVE
Aggravated Assault,D4,165,2018,1,Tuesday,5,ALBANY ST
Simple Assault,D4,165,2018,1,Tuesday,5,ALBANY ST
Warrant Arrests,D4,165,2018,1,Tuesday,5,ALBANY ST
Vandalism,D4,165,2018,1,Tuesday,5,ALBANY ST
Investigate Property,B3,453,2018,1,Tuesday,3,SCHOOL ST
Simple Assault,A1,116,2018,1,Tuesday,1,LINCOLN ST
Robbery,A1,116,2018,1,Tuesday,1,LINCOLN ST
Medical Assistance,C6,936,2018,1,Tuesday,2,SAINT CASIMIR ST
Medical Assistance,C11,363,2018,1,Tuesday,2,DORCHESTER AVE
Missing Person Reported,B3,457,2018,1,Tuesday,0,CHARLOTTE ST
Missing Person Located,B3,457,2018,1,Tuesday,0,CHARLOTTE ST
Medical Assistance,E13,906,2018,1,Tuesday,1,WALDEN ST
Disorderly Conduct,A1,111,2018,1,Tuesday,1,WASHINGTON ST
Other,A1,111,2018,1,Tuesday,1,WASHINGTON ST
Other,A1,111,2018,1,Tuesday,1,WASHINGTON ST
Motor Vehicle Accident Response,C6,211,2018,1,Tuesday,1,D ST
Aggravated Assault,B3,441,2018,1,Tuesday,0,KINGSDALE ST
Motor Vehicle Accident Response,C11,186,2018,1,Tuesday,0,COLUMBIA RD
Aggravated Assault,, ,2018,1,Monday,20,RUTHERFORD
Verbal Disputes,B3,470,2018,1,Monday,23,ALABAMA ST
Verbal Disputes,C11,358,2018,1,Monday,23,LINDSEY ST
Drug Violation,E5,562,2018,1,Monday,23,WASHINGTON ST
Verbal Disputes,C11,332,2018,1,Monday,23,COLUMBIA RD
Larceny,C6,186,2018,1,Monday,23,ALLSTATE RD
Other,B3,466,2018,1,Monday,23,GOODALE RD
Missing Person Located,E18,483,2018,1,Saturday,7,MASSASOIT ST
Medical Assistance,C11,959,2018,1,Monday,23,DORCHESTER AVE
Motor Vehicle Accident Response,D4,167,2018,1,Monday,23,HARRISON AVE
Residential Burglary,B2,292,2018,1,Monday,23,LAMBERT AVE
License Violation,A1, ,2018,1,Monday,23,BATTERY WHARF
Medical Assistance,B3,470,2018,1,Monday,22,ORLANDO ST
Investigate Property,B2,328,2018,1,Monday,23,INTERVALE ST
Larceny From Motor Vehicle,A1,124,2018,1,Wednesday,12,HARRISON AVE
Towed,B2,320,2018,1,Monday,19,CHENEY ST
Motor Vehicle Accident Response,A7,11,2018,1,Monday,19,WILLIAM F MCCLELLAN HWY
Aggravated Assault,E13,570,2018,1,Monday,22,WASHINGTON ST
Vandalism,E13,570,2018,1,Monday,22,WASHINGTON ST
Landlord/Tenant Disputes,E5,552,2018,1,Monday,21,KITTREDGE ST
Medical Assistance,C6,175,2018,1,Monday,22,SOUTHAMPTON ST
Larceny,D4,134,2018,1,Monday,22,BOYLSTON ST
Warrant Arrests,A7,19,2018,1,Monday,18,SARATOGA ST
Investigate Person,D4,270,2018,1,Monday,21,NORTHAMPTON ST
Investigate Person,B2,259,2018,1,Monday,20,MAGNOLIA ST
Aggravated Assault,B2,587,2018,1,Monday,21,DELLE AVE
Simple Assault,D4,171,2018,1,Monday,20,ALBANY ST
Auto Theft,E13, ,2018,1,Monday,9,BURROUGHS ST
Medical Assistance,B3,481,2018,1,Monday,21,CUMMINS HWY
Verbal Disputes,C6,202,2018,1,Monday,20,D ST
Investigate Person,B3,448,2018,1,Monday,19,PARK ST
Larceny From Motor Vehicle,C6,177,2018,1,Monday,21,MASSACHUSETTS AVE
Auto Theft,B2,259,2018,1,Monday,20,MAGNOLIA ST
Auto Theft Recovery,B2,259,2018,1,Monday,20,MAGNOLIA ST
Simple Assault,C11,254,2018,1,Monday,20,DORCHESTER AVE
Motor Vehicle Accident Response,, ,2018,1,Monday,20,
Vandalism,C6,215,2018,1,Saturday,20,W SIXTH ST
Investigate Person,D14,814,2018,1,Monday,19,W SORRENTO ST
Towed,B2,605,2018,1,Monday,20,SUNSET ST
Drug Violation,A1,167,2018,1,Monday,20,HARRISON AVE
Larceny From Motor Vehicle,E18,522,2018,1,Sunday,20,DANA AVE
Aggravated Assault,E13,577,2018,1,Monday,19,WASHINGTON ST
Warrant Arrests,E13,577,2018,1,Monday,19,WASHINGTON ST
Simple Assault,E13,577,2018,1,Monday,19,WASHINGTON ST
Other,D14,804,2018,1,Monday,19,EVERETT ST
Drug Violation,A1,63,2018,1,Monday,19,NEW SUDBURY ST
Other,D4,159,2018,1,Monday,19,UPTON ST
Drug Violation,A1,167,2018,1,Monday,19,HARRISON AVE
Medical Assistance,A1,63,2018,1,Monday,18,NEW SUDBURY ST
Investigate Person,A15,56,2018,1,Monday,17,TRENTON ST
Investigate Property,C11,336,2018,1,Monday,19,GIBSON ST
Other,D4,143,2018,1,Monday,19,RING RD
Investigate Person,C11,378,2018,1,Monday,18,OAKTON AVE
Verbal Disputes,B3,450,2018,1,Monday,18,ROSEDALE ST
Drug Violation,E5,691,2018,1,Monday,18,CENTRE ST
Towed,C6,196,2018,1,Monday,18,OLD COLONY AVE
Motor Vehicle Accident Response,E18,495,2018,1,Monday,18,WESTMINSTER ST
Motor Vehicle Accident Response,E18,495,2018,1,Monday,18,WESTMINSTER ST
Missing Person Located,D4,905,2018,1,Monday,16,HARRISON AVE
Missing Person Located,D4,905,2018,1,Monday,16,HARRISON AVE
Violations,B3,428,2018,1,Monday,18,BLUE HILL AVE
Drug Violation,E5,562,2018,1,Monday,16,WASHINGTON ST
Vandalism,D14,764,2018,1,Wednesday,8,HARRIET ST
Investigate Person,E13,573,2018,1,Monday,18,UNION AVE
Simple Assault,B2,318,2018,1,Monday,18,SEAVER ST
Other,C6,195,2018,1,Monday,17,OLD COLONY AVE
Drug Violation,E13,581,2018,1,Monday,17,CENTRE ST
Drug Violation,E13,581,2018,1,Monday,17,CENTRE ST
Motor Vehicle Accident Response,A1,98,2018,1,Monday,9,DEVONSHIRE ST
Drug Violation,E13,581,2018,1,Monday,17,CENTRE ST
Motor Vehicle Accident Response,A1, ,2018,1,Monday,17,CANAL ST
Property Lost,E18,501,2018,1,Monday,15,HYDE PARK AVE
Larceny,, ,2018,8,Saturday,18,FANEUIL
Drug Violation,B2, ,2018,1,Monday,17,MALCOLM X BLVD
Other,E5,682,2018,1,Monday,16,HILLOCK ST
Larceny From Motor Vehicle,B3,446,2018,1,Monday,17,RADCLIFFE ST
Verbal Disputes,C6,914,2018,1,Monday,16,MONSIGNOR DENNIS F O'CALL
Drug Violation,E5,737,2018,1,Monday,17,GRAYFIELD AVE
Motor Vehicle Accident Response,B2,266,2018,1,Monday,17,MORELAND ST
Violations,B2,266,2018,1,Monday,17,MORELAND ST
Medical Assistance,A7,22,2018,1,Monday,17,HAVRE ST
Larceny,B3,427,2018,1,Monday,14,BLUE HILL AVE
Motor Vehicle Accident Response,C6,220,2018,1,Monday,17,E FOURTH ST
Motor Vehicle Accident Response,C6,220,2018,1,Monday,17,E FOURTH ST
Counterfeiting,D14,793,2018,9,Saturday,20,KELTON ST
Harassment,B3,457,2018,1,Monday,16,BLUE HILL AVE
Investigate Person,E5,712,2018,1,Monday,16,WASHINGTON ST
